Date	Device Name	Description	Novel	Author	Built?	By Whom?	Product	First Year Made	Additional Details	Bits or Atoms?	Companies Working on This	Link to Doc With Technical Details	Requires Changes to Laws of Physics
	1978	Personal Interest Profile (PIP)	A set of topics about which you would like to hear the latest news; known today as Google News Alerts.	The Fountains of Paradise	Arthur C. Clarke	Yes	Google	Google Alerts	2000s	Customized news	Bits			
	1978	CORA - Coronary Alarm	An implanted (or worn) ECG monitor that warns the user of coronary events.	The Fountains of Paradise	Arthur C. Clarke	Yes	Various	Heart monitor	1960s	Wearable tech	Atoms			
	1978	Deposition (3D Printing)	A method for creating any object, molecule by molecule.	Assassin	James P. Hogan	Yes	3D Systems	3D printing	1984	N/A	Atoms			
	1978	Structural Scanning	Essentially, a whole-object camera, that would take a detailed picture of the structure of an object.	Assassin	James P. Hogan	Yes	Various	CT scanner	1972	3D X-ray	Atoms			
	1979	Towel	A simple scrap of cloth with surprisingly many uses.	The Hitchhiker's Guide to the Galaxy	Douglas Adams	Yes	N/A	N/A	N/A	N/A	Atoms			
	1979	Service Drones	Small flying construction and repair robots.	The Two Faces of Tomorrow	James P. Hogan	Yes	Various	Drones	2010s	N/A	Atoms			
	1979	Gesture-Controlled Device	An electronic device that is controlled by hand gestures.	The Hitchhiker's Guide to the Galaxy	Douglas Adams	Yes	Various	Gesture control	2010s	N/A	Atoms			
	1979	Bulerite	A building material, too good to be true, with hidden properties.	Macrolife	George Zebrowski	No	N/A	N/A	N/A	N/A	Atoms			
	1979	Minovsky Particles	A custom-generated subatomic particle with many technological applications.	Mobile Suit Gundam	Yoshiyuki Tomino	No	N/A	N/A	N/A	N/A	Atoms			
	1979	Sub-Etha Sens-O-Matic	A device which senses passing spacecraft; essential tool of interstellar hitchhikers	The Hitchhiker's Guide to the Galaxy	Douglas Adams	No	N/A	N/A	N/A	N/A	Atoms			
	1979	Powergun	A directed energy weapon.	Hammer's Slammers	David Drake	No	N/A	N/A	N/A	N/A	Atoms			
	1979	Conductive Film	A spray-on conductor capable of carrying a signal.	The Face	Jack Vance	Yes	Various	Conductive ink	1990s	N/A	Atoms			
	1979	Self-Satisfied Door	A door that is much more satisfied with its functionality than it has any right to be.	The Hitchhiker's Guide to the Galaxy	Douglas Adams	No	N/A	N/A	N/A	N/A	Atoms			
	1979	Nutri-Matic	A drink dispenser that scans the person to determine what might go down well.	The Hitchhiker's Guide to the Galaxy	Douglas Adams	No	N/A	N/A	N/A	N/A	Atoms			
	1979	Mobile Suit	A giant (typically 18 meters tall) humanoid-shaped armored combat vehicle.	Mobile Suit Gundam	Yoshiyuki Tomino	No	N/A	N/A	N/A	N/A	Atoms			
	1979	Babel Fish	A living fish which, when placed in your ear, will live there and translate any form of language for you.	The Hitchhiker's Guide to the Galaxy	Douglas Adams	No	N/A	N/A	N/A	N/A	Atoms			
	1979	Spider	A robotic device that both extruded cable and climbed along it; a space construction robot.	The Web Between the Worlds	Charles Sheffield	No	N/A	N/A	N/A	N/A	Atoms			
	1979	Receptor Tape	A thin, flexible material that can pick up sounds.	The Face	Jack Vance	No	N/A	N/A	N/A	N/A	Atoms			
	1979	Gundarium	A very sturdy, high-tensile composite.	Mobile Suit Gundam	Yoshiyuki Tomino	No	N/A	N/A	N/A	N/A	Atoms			
	1979	Supertank	An air-cushioned armored combat vehicle powered by a fusion generator.	Hammer's Slammers	David Drake	No	N/A	N/A	N/A	N/A	Atoms			
	1979	Whale Waldo	"An electromechanical whale ""suit"" that obeys and amplifies your body's motions."	Sundiver	David Brin	No	N/A	N/A	N/A	N/A	Atoms			
	1979	Marvin the Robot	Another fine robot from the marketing division of the Sirius Cybernetics Corporation	The Hitchhiker's Guide to the Galaxy	Douglas Adams	No	N/A	N/A	N/A	N/A	Atoms			
	1979	Wire-Gun	Device that aids movement in microgravity.	Mobile Suit Gundam	Yoshiyuki Tomino	No	N/A	N/A	N/A	N/A	Atoms			
	1979	Infinite Improbability Drive	Generates a field in which anything, no mater how improbable, can exist.	The Hitchhiker's Guide to the Galaxy	Douglas Adams	No	N/A	N/A	N/A	N/A	Atoms			
	1979	Mobile Armor	Heavilly armed spacecraft with limbs.	Mobile Suit Gundam	Yoshiyuki Tomino	No	N/A	N/A	N/A	N/A	Atoms			
	1979	Needles (Chocolate and Vanilla)	Inflated towers reaching 20 miles out of Earth's atmosphere.	Sundiver	David Brin	No	N/A	N/A	N/A	N/A	Atoms			
	1979	Coal Mole	Robotic device for asteroid mining chews through the interior, preparing raw materials for use	The Web Between the Worlds	Charles Sheffield	No	N/A	N/A	N/A	N/A	Atoms			
	1979	Solar Flare System	Space-based parabolic reflector that focuses light for destructive purposes.	Mobile Suit Gundam	Yoshiyuki Tomino	No	N/A	N/A	N/A	N/A	Atoms			
	1979	Whoopee Drive	Spacecraft propulsion.	Space Angel	John Maddox Roberts	No	N/A	N/A	N/A	N/A	Atoms			
	1979	Joo Janta 200 Super-Chromatic Peril Sensitive Sunglasses	Sunglasses that darken at the sight of danger.	The Hitchhiker's Guide to the Galaxy	Douglas Adams	No	N/A	N/A	N/A	N/A	Atoms			
	1979	GPP Genuine People Personalities	Giving mechanisms their own unique affect.	The Hitchhiker's Guide to the Galaxy	Douglas Adams	No	N/A	N/A	N/A	N/A	Bits			
	1979	Deep Thought	The second-largest computer ever made.	The Hitchhiker's Guide to the Galaxy	Douglas Adams	No	N/A	N/A	N/A	N/A	Bits			
	1979	Computer Generated DigItal Music	A computer composes music with a few simple inputs from the user.	The Moon Goddess and the Son	Donald Kingsbury	Yes	Various	Algorithmic music	1960s	Generative music	Bits			
	1979	Electronic Book	An early reference and description of electronic book hardware and operation.	The Hitchhiker's Guide to the Galaxy	Douglas Adams	Yes	Various	eBook reader	1998	Kindle	Bits			
	1980	Watercouch	A couch filled with water, rather than springs and cushions.	Beyond the Blue Event Horizon	Frederik Pohl	No	N/A	N/A	N/A	Fictional furniture in the novel	Atoms			
	1980	Absolute Black	A material so absolutely black that it absorbed all incident light.	Restaurant at the End of the Universe	Douglas Adams	No	N/A	N/A	N/A	Fictional material in the novel	Atoms			
	1980	Fuligin	A material the color of which is blacker than black.	The Shadow of the Torturer	Gene Wolfe	No	N/A	N/A	N/A	Fictional material in the novel	Atoms			
	1980	Artificial Butterfly	A mechanical, robotic butterfly.	Changeling	Roger Zelazny	No	N/A	N/A	N/A	Fictional robot in the novel	Atoms			
	1980	Tracer-Bird	A prototype surveillance drone; a mechanical bird.	Changeling	Roger Zelazny	No	N/A	N/A	N/A	Fictional robot in the novel	Atoms			
	1980	Boosterspice	A substance that extends human life almost indefinitely.	Ringworld Engineers	Larry Niven	No	N/A	N/A	N/A	Fictional substance in Ringworld	Atoms			
	1980	Deep-Radar	Device to image within large objects, even within mountains.	Ringworld Engineers	Larry Niven	No	N/A	N/A	N/A	Fictional technology in Ringworld	Bits			
	1980	Oort Cloud Processor	An alien ship that processes Oort cloud into food.	Beyond the Blue Event Horizon	Frederik Pohl	No	N/A	N/A	N/A	Fictional technology in the novel	Atoms			
	1980	Autonomously Recharging UAV	Unmanned aerial vehicles that recharge themselves automatically.	Changeling	Roger Zelazny	No	N/A	N/A	N/A	Fictional technology in the novel	Atoms			
	1980	Wristband Viewer	A device for viewing aerial surveillance images that fits on your wrist.	Changeling	Roger Zelazny	No	N/A	N/A	N/A	Fictional technology in the novel	Bits			
	1980	Jumble-Box	A device that jumbles sensory input.	Changeling	Roger Zelazny	No	N/A	N/A	N/A	Fictional technology in the novel	Bits			
	1980	Wunderland Treatymaker	A weapon based on a power mining technique - a bit more advanced than a shovel.	Ringworld Engineers	Larry Niven	No	N/A	N/A	N/A	Fictional weapon in Ringworld	Atoms			
	1980	Optic Prosthesis	A replacement for a damaged eye.	Changeling	Roger Zelazny	Yes	Researchers	Bionic eye	2010s	Retinal prosthesis to restore vision	Bits			
	1980	Solar-Powered UAV	An unmanned aerial vehicle that is entirely solar-powered.	Changeling	Roger Zelazny	Yes	AeroVironment	Solar-powered UAV	1990s	Such as the Pathfinder Plus	Atoms			
	1981	Big Noodle	A vast artificial intelligence system used to process all of Earth's information.	The Divine Invasion	Philip K. Dick	No	N/A	N/A	N/A	Fictional AI system in the novel	Bits			
	1981	Todos Santos Independency	A city enclosed in a single building.	Oath of Fealty	Jerry Pournelle (w/L. Niven	No	N/A	N/A	N/A	Fictional concept in the novel	Atoms			
	1981	Dream Park	A vacation theme park in which the visitors participated fully in the different environments.	Dream Park	Larry Niven (w/S. Barnes	No	N/A	N/A	N/A	Fictional concept in the novel	Atoms			
	1981	Telepresence Bulldozer	A bulldozer on the Moon that is operated remotely by a driver on Earth.	Oath of Fealty	Jerry Pournelle (w/L. Niven	No	N/A	N/A	N/A	Fictional concept in the novel	Bits			
	1981	Virtual World Kiss	Kissing mediated by a computer system.	True Names	Vernor Vinge	No	N/A	N/A	N/A	Fictional concept in the novel	Bits			
	1981	Portal	Sensory experience of a data network.	True Names	Vernor Vinge	No	N/A	N/A	N/A	Fictional concept in the novel	Bits			
	1981	Cyborg Dolphin (Jones)	A heavily modified war surplus dolphin.	Johnny Mnemonic	William Gibson	No	N/A	N/A	N/A	Fictional concept in the story	Atoms			
	1981	Ridulian Crystal Sheets	Exceptionally strong, surpassingly thin material.	God Emperor of Dune	Frank Herbert	No	N/A	N/A	N/A	Fictional material in Dune	Atoms			
	1981	Black square	A device for secret communication.	God Emperor of Dune	Frank Herbert	No	N/A	N/A	N/A	Fictional technology in Dune	Bits			
	1981	Dictatel	A thought-based dictating machine.	God Emperor of Dune	Frank Herbert	No	N/A	N/A	N/A	Fictional technology in Dune	Bits			
	1981	Sensory Skinsuit	A form-fitting garment with sensory connections.	Dream Park	Larry Niven (w/S. Barnes	No	N/A	N/A	N/A	Fictional technology in the novel	Atoms			
	1981	Gravity Whip	A roller coaster designe to provide riders with a 'zero G' experience.	Dream Park	Larry Niven (w/S. Barnes	No	N/A	N/A	N/A	Fictional technology in the novel	Atoms			
	1981	Iceberg Water Tub	An enormous bag or tub that encloses an iceberg used to supply fresh water.	Oath of Fealty	Jerry Pournelle (w/L. Niven	No	N/A	N/A	N/A	Fictional technology in the novel	Atoms			
	1981	Tapeworm Tranquilizer	Robotic suppository dispenses tranquilizer.	Revolution from Rosinante	Alexis Arnaldus Gilliland	No	N/A	N/A	N/A	Fictional technology in the novel	Atoms			
	1981	Sleeve Watch	Temporary watch imprinted on the sleeve of a chosen garment.	Dream Park	Larry Niven (w/S. Barnes	No	N/A	N/A	N/A	Fictional technology in the novel	Atoms			
	1981	Communications Implant	A surgically implanted device enabling the user to communicate with computer networks.	Oath of Fealty	Jerry Pournelle (w/L. Niven	No	N/A	N/A	N/A	Fictional technology in the novel	Bits			
	1981	Underground MagLev Train	Magnetic levitation train that travels through a tunnel; a vacuum reduces drag.	Dream Park	Larry Niven (w/S. Barnes	Yes	Transrapid	Maglev train	1980s	Commercial maglev trains	Atoms			
	1981	Mechanical Mole	A self-contained device for digging large tunnels.	Oath of Fealty	Jerry Pournelle (w/L. Niven	Yes	The Boring Co.	Tunnel boring machine	1970s	For underground transit tunnels	Atoms			
	1981	Mattress Sleep Sensor	Sleep problems? Make sure you get your body out of bed each day.	Dream Park	Larry Niven (w/S. Barnes	Yes	Sleep companies	Sleep tracker	2000s	Monitors sleep cycles and patterns	Bits			
	1981	Data Space	Computer storage and processor time rented by the user.	True Names	Vernor Vinge	Yes	Tech companies	Cloud computing	2000s	On-demand compute resources	Bits			
	1981	Virtual world metaphor	use of fanciful imagery to represent real-world data systems in a virtual world.	True Names	Vernor Vinge	Yes	Tech companies	Virtual world	1970s	Early multi-user virtual environments	Bits			
	1981	Monitored In-Home Security Camera	Security cameras mounted inside your home that are monitored by a person outside your house, and not a member of your family.	Oath of Fealty	Jerry Pournelle (w/L. Niven	Yes	Security companies	Home security cameras	1970s	Remote monitoring services	Bits			
	1981	International Fantasy Gaming Society (IFGS)	A group dedicated to playing live action role-playing games.	Dream Park	Larry Niven (w/S. Barnes	Yes	IFGS	Live action roleplaying	1970s	Pioneered LARPs	N/A			
	1981	Robot Probes (Arr-twos)	Remote controlled robots that wander through a facility, bringing pictures and information to a central location.	Oath of Fealty	Larry Niven (w/J. Pournelle	Yes	iRobot	Roomba	2002	Autonomous vacuum cleaner	Atoms			
	1981	Briefcase Console	A notebook computer	Oath of Fealty	Jerry Pournelle (w/L. Niven	Yes	Osborne	Osborne 1	1981	Early portable computer	Bits			
	1981	Personality Simulator (Virtual Person)	A computer program that presents the appearance of being a person.	True Names	Vernor Vinge	Yes	Researchers	Chatbot	1966	ELIZA, early natural language AI	Bits			
	1982	Command Microphone	A cloak that served as a microphone and public address system.	Diplomat At Arms	Keith Laumer	No	N/A	N/A	N/A	N/A	Atoms			
	1982	Advertising Airship	A dirigible capable of reproducing full-color video ads on its sides.	Blade Runner	Ridley Scott	No	N/A	N/A	N/A	N/A	Atoms			
	1982	Public Eye	A floating, free-roaming surveillance camera.	Friday	Robert Heinlein	No	N/A	N/A	N/A	N/A	Atoms			
	1982	Shipstone	A lot of power in a small, manufactured package.	Friday	Robert Heinlein	No	N/A	N/A	N/A	N/A	Atoms			
	1982	Mindwipe	A process that selectively and effectively erases human memory.	Mindkiller	Spider Robinson	No	N/A	N/A	N/A	N/A	Atoms			
	1982	Trip-Box	A teleportation device.	Eye of Cat	Roger Zelazny	No	N/A	N/A	N/A	N/A	Atoms			
	1982	UHF Shower	And ultra high frequency shower, which do used energy instead of water to wash off.	Eye of Cat	Roger Zelazny	No	N/A	N/A	N/A	N/A	Atoms			
	1982	Beanstalk	Clever name for the space elevator.	Friday	Robert Heinlein	No	N/A	N/A	N/A	N/A	Atoms			
	1982	Flying Car	Flying police car has VTOL.	Blade Runner	Ridley Scott	No	N/A	N/A	N/A	N/A	Atoms			
	1982	Designer Eyes	Genetic designers create better-than-perfect eyes for replicants.	Blade Runner	Ridley Scott	No	N/A	N/A	N/A	N/A	Atoms			
	1982	Genetically Tailored Trees	Trees that had been genetically altered to produce and concentrate usable oil.	Eye of Cat	Roger Zelazny	No	N/A	N/A	N/A	N/A	Atoms			
	1982	Heritable Memories Bloodline	Using magical means to tie specific memories to the bloodlines of selected families.	The Time of the Dark	Barbara Hambly	No	N/A	N/A	N/A	N/A	Atoms			
	1982	Cutoff Switch	A means of instantaneously switching off an artificial intelligence.	2010: Odyssey Two	Arthur C. Clarke	No	N/A	N/A	N/A	N/A	Bits			
	1982	Voight-Kampff Test	A test intended to distinguish human beings from replicants.	Blade Runner	Ridley Scott	No	N/A	N/A	N/A	N/A	Bits			
	1982	SAL 9000	Successor to the HAL 9000.	2010: Odyssey Two	Arthur C. Clarke	No	N/A	N/A	N/A	N/A	Bits			
	1982	Micro Label	A serial number or logo so small it can only be seen under extreme magnification.	Blade Runner	Ridley Scott	Yes	Various	Microprinting	1980s	Anti-counterfeiting	Atoms			
	1982	Automated Travel Bureau	A computer program that allows individuals to book their travel arrangements themselves, with a credit card.	Friday	Robert Heinlein	Yes	Various	Online travel booking	1990s	Expedia, Priceline	Bits			
	1982	Matrix	A shared virtual reality space; users project their consciousness into a representation of networked data.	Burning Chrome	William Gibson	Yes	Various	Virtual world	1990s	Second Life	Bits			
	1982	Full-Motion Building Advertising Facade	An advertising display that covers an entire skyscraper; it provides full-motion video to onlookers.	Blade Runner	Ridley Scott	Yes	Various	Video billboards	1990s	Times Square	Bits			
